n,x0_index,method,h,iterations,grad_norm,converged,time_sec,conv_rate_est,conv_type,history
2,4,MN (FD),1e-08,6,1.0492307511107246e-07,True,0.002634500153362751,1.7838394781805242,Superlinear,"[72.45885067248365, 20.30445757017263, 5.197893231544143, 1.0151360259522977, 0.08763934407564353, 0.0009164765633831546, 1.0492307511107246e-07]"
2,4,TN (FD),1e-08,7,7.050593604306505e-10,True,0.004453666973859072,1.845775427944784,Quadratic,"[72.45885067248365, 24.816316121090658, 8.202947058190302, 3.584731275814493, 0.5536665056641408, 0.026575577726653515, 7.78430110984221e-05, 7.050593604306505e-10]"
2,4,MN (FD),1e-12,6,1.1012500799395726e-07,True,0.0032624169252812862,1.7800275108524282,Superlinear,"[72.45885067248365, 20.30490607377074, 5.198498613897108, 1.0152360533838376, 0.08764961447073505, 0.0009134511021137038, 1.1012500799395726e-07]"
2,4,TN (FD),1e-12,7,1.5849005558175835e-09,True,0.004208792001008987,1.79870274415981,Superlinear,"[72.45885067248365, 24.8166141135946, 8.203833055900525, 3.5846542329887012, 0.5535994650977171, 0.026536649796261847, 7.681037699043834e-05, 1.5849005558175835e-09]"
2,5,MN (Exact),,6,6.006020270660881e-06,True,0.00147687504068017,1.692225266578709,Superlinear,"[49.99520790744047, 34.153765727543835, 9.091085145860287, 2.0130746629771124, 0.2560836040603618, 0.007034939422695838, 6.006020270660881e-06]"
2,5,TN (Exact),,5,1.7929923292555845e-07,True,0.0013613332994282246,1.6402107547924256,Superlinear,"[49.99520790744047, 11.872449780030294, 1.318535357308158, 0.11307520158555812, 0.0012723082689669232, 1.7929923292555845e-07]"
2,5,MN (FD),0.0001,6,6.0060741378964815e-06,True,0.002620124723762274,1.692224457065332,Superlinear,"[49.99520790744047, 34.15376538094687, 9.091085031884315, 2.013074629955555, 0.2560836015266965, 0.007034940834531736, 6.0060741378964815e-06]"
2,5,TN (FD),0.0001,5,1.7930785126423955e-07,True,0.003202708438038826,1.640207243439365,Superlinear,"[49.99520790744047, 11.872449805279912, 1.3185353728020208, 0.11307520779128002, 0.0012723090741955192, 1.7930785126423955e-07]"
2,5,MN (FD),1e-08,6,6.006006358174335e-06,True,0.0030198339372873306,1.6922254551679297,Superlinear,"[49.99520790744047, 34.15376494125466, 9.091084683183153, 2.0130745395730703, 0.2560835879912443, 0.007034937916112272, 6.006006358174335e-06]"
2,5,TN (FD),1e-08,5,1.792985737007139e-07,True,0.003048915881663561,1.6402110193826498,Superlinear,"[49.99520790744047, 11.872449626520988, 1.3185353296407794, 0.11307520153980025, 0.0012723081325705249, 1.792985737007139e-07]"
2,5,MN (FD),1e-12,6,6.1577864937890635e-06,True,0.002567791845649481,1.6898992229236016,Superlinear,"[49.99520790744047, 34.145439448402044, 9.090803340439642, 2.0129680556753775, 0.2560263492977655, 0.007034976742147587, 6.1577864937890635e-06]"
2,5,TN (FD),1e-12,5,1.7450937882593107e-07,True,0.0031963749788701534,1.6417067888143169,Superlinear,"[49.99520790744047, 11.873933495307439, 1.3184359475533949, 0.11305127714502008, 0.0012653276123466713, 1.7450937882593107e-07]"
1000,0,MN (Exact),,5,1.790842933678567e-08,True,0.1327150841243565,1.7008815641113264,Superlinear,"[128.35108102388543, 28.800073137297517, 3.7580553338927873, 0.11708814195697967, 0.00039762320292298934, 1.790842933678567e-08]"
1000,0,TN (Exact),,11,1.6086718581741085e-07,True,0.009673833847045898,1.5978932679822215,Superlinear,"[128.35108102388543, 40.45321750744399, 16.27553453815107, 7.138852959831858, 3.069264247151586, 0.9442868365643171, 0.20312119966759565, 0.0741685505790586, 0.017126123245324937, 0.0014849051545396084, 5.592586221043959e-05, 1.6086718581741085e-07]"
1000,0,MN (FD),0.0001,5,1.791147393288843e-08,True,0.32484024995937943,1.700871729025257,Superlinear,"[128.35108102388543, 28.800073422688143, 3.7580555378679548, 0.11708818280186858, 0.0003976239526880157, 1.791147393288843e-08]"
1000,0,TN (FD),0.0001,11,1.608672582159108e-07,True,0.8947068341076374,1.5978933124127517,Superlinear,"[128.35108102388543, 40.45321767714236, 16.275534389219825, 7.138853075046605, 3.06926423437857, 0.9442868342607593, 0.20312119241609386, 0.07416855029885892, 0.017126124486816725, 0.001484905258766086, 5.592588672050059e-05, 1.608672582159108e-07]"
1000,0,MN (FD),1e-08,5,1.7907068222457462e-08,True,0.2633402501232922,1.700886019018828,Superlinear,"[128.35108102388543, 28.800072705250688, 3.7580555204016677, 0.11708814281199194, 0.00039762308340085144, 1.7907068222457462e-08]"
1000,0,TN (FD),1e-08,11,1.608672319441171e-07,True,0.9119973331689835,1.5978933255687426,Superlinear,"[128.35108102388543, 40.453217240161685, 16.275534657283572, 7.138852896366479, 3.0692642518665614, 0.9442868399612915, 0.20312120303464995, 0.07416855046872613, 0.017126124775074972, 0.0014849053032535222, 5.592588404241716e-05, 1.608672319441171e-07]"
1000,0,MN (FD),1e-12,5,3.1198696077823994e-08,True,0.24597025010734797,1.6682219562917127,Superlinear,"[128.35108102388543, 28.800258400635716, 3.757303274431337, 0.11690189571409897, 0.0003971861144825567, 3.1198696077823994e-08]"
1000,0,TN (FD),1e-12,11,1.6011392766542273e-07,True,0.9101090827025473,1.597444318209326,Superlinear,"[128.35108102388543, 40.453443885654224, 16.275133119913466, 7.139201885684707, 3.0694148110637327, 0.9441389416175561, 0.20306210525180976, 0.07413967113039127, 0.017103815230986908, 0.0014828377431026594, 5.5679883723936125e-05, 1.6011392766542273e-07]"
1000,1,MN (Exact),,12,1.3579528509233557e-07,True,0.12148545915260911,1.9605427954948613,Quadratic,"[1385.6122858658496, 1377.9539198019231, 1534.723551927398, 425.6078201622382, 370.8541441642972, 123.752262082904, 37.55246721144688, 8.516291707835217, 2.2324388478945663, 0.686861113008536, 0.0656867396932053, 0.0009363926692842539, 1.3579528509233557e-07]"
1000,1,TN (Exact),,15,1.3083700908957778e-06,True,0.019334999844431877,1.4204029976790356,Superlinear,"[1385.6122858658496, 406.2446150593341, 138.47131652184063, 45.834560499624594, 18.040553197397948, 17.490393066661944, 8.656500569286736, 2.870798758990893, 1.2067845736109064, 0.543223821541793, 0.2552188526444621, 0.11912805784523342, 0.02183996653965442, 0.0030922482714314486, 0.00014727214095561954, 1.3083700908957778e-06]"
1000,1,MN (FD),0.0001,12,1.3580711992702674e-07,True,0.7842008331790566,1.9605360857133152,Quadratic,"[1385.6122858658496, 1377.9539197988238, 1534.7235886258964, 425.6078321589841, 370.85425302630944, 123.75241169921996, 37.552508121338406, 8.516305062946977, 2.2324424499204225, 0.6868618021745059, 0.06568687908034403, 0.0009363977649801064, 1.3580711992702674e-07]"
1000,1,TN (FD),0.0001,15,1.3083704633403753e-06,True,1.2621005829423666,1.4204029905051163,Superlinear,"[1385.6122858658496, 406.2446153533813, 138.47131658555463, 45.83456041701945, 18.040552855272242, 17.49039254853201, 8.656500567117153, 2.8707992576226253, 1.206784739295724, 0.5432239209028238, 0.2552188895784398, 0.11912807982464549, 0.02183997119470524, 0.003092249265594645, 0.00014727215424321618, 1.3083704633403753e-06]"
1000,1,MN (FD),1e-08,12,1.1749579443196994e-07,True,0.7875547921285033,1.9608434867363913,Quadratic,"[1385.6122858658496, 1377.9538666589538, 1535.5305654786828, 425.87145718968026, 370.2738021786587, 123.0318618122697, 37.33206061053672, 8.438345258754033, 2.2051049219290495, 0.6726645439215703, 0.06345292005500203, 0.0008700616244665455, 1.1749579443196994e-07]"
1000,1,TN (FD),1e-08,15,1.3083704319017348e-06,True,1.1736516249366105,1.4204030125715301,Superlinear,"[1385.6122858658496, 406.24461228058203, 138.47131595426276, 45.83456000563168, 18.040553140508965, 17.49039269637776, 8.656500710606755, 2.8707995143331444, 1.2067848261326786, 0.5432239731659336, 0.2552189092797274, 0.11912809166554277, 0.021839973748304396, 0.0030922494150656767, 0.00014727218153571492, 1.3083704319017348e-06]"
1000,1,MN (FD),1e-12,12,1.3294857629134182,False,0.611377582885325,0.5112272345885686,Linear,"[1385.6122858658496, 1378.125817615993, 1657.882605506038, 1502.5239655125026, 1219.2228047410179, 351.93478225949866, 102.3824622998514, 28.191716747841284, 6.219900194875212, 3.136811731978501, 0.8647088921125518, 1.3359274067247493, 1.3294857629134182]"
1000,1,TN (FD),1e-12,15,1.3076240790649543e-06,True,1.147631417028606,1.4202237921331673,Superlinear,"[1385.6122858658496, 406.28738895790303, 138.48008189406534, 45.83976184566639, 18.0409033944242, 17.492788054356023, 8.655245805544, 2.865855568846828, 1.205200133331651, 0.5422637891007953, 0.2548724329448766, 0.11891788723144114, 0.02179330008342583, 0.00308496024555895, 0.00014708220091360207, 1.3076240790649543e-06]"
1000,2,MN (Exact),,10,0.07748683063190619,False,0.18065995909273624,1.0920922243248243,Linear,"[1425.0674824197913, 1414.9057798196668, 1476.731919257804, 417.83677654456443, 355.45447341380645, 93.32642551477387, 31.43695870533673, 10.089228140591727, 2.017417178430585, 0.2533884827580702, 0.07748683063190619]"
1000,2,TN (Exact),,14,1.6490702657555778e-06,True,0.014712125062942505,1.350781211593577,Superlinear,"[1425.0674824197913, 426.752328776951, 142.73748498793177, 45.178674395534365, 13.420512837305894, 6.4786718232561595, 3.0438087365840385, 1.5190877063811987, 0.702415464613621, 0.3497961669643876, 0.16265578047485832, 0.023081685382188525, 0.0032906349223546915, 0.0001546177531516656, 1.6490702657555778e-06]"
1000,2,MN (FD),0.0001,10,0.07748780869141464,False,0.7075049579143524,1.0920867458382995,Linear,"[1425.0674824197913, 1414.9057798258289, 1476.7319173872943, 417.8367759299903, 355.45442502015993, 93.32641048001035, 31.437034124367205, 10.089180355938597, 2.017411787232129, 0.2533877902914056, 0.07748780869141464]"
1000,2,TN (FD),0.0001,14,1.649069798723362e-06,True,1.0242543341591954,1.3507812522482088,Superlinear,"[1425.0674824197913, 426.75232906362436, 142.7374850344459, 45.17867431951448, 13.420512666889012, 6.478671889848796, 3.0438087149665525, 1.5190877174108657, 0.7024154582374486, 0.34979616850604206, 0.16265577868527445, 0.02308168467099932, 0.003290635215005119, 0.0001546177540963884, 1.649069798723362e-06]"
1000,2,MN (FD),1e-08,10,0.07750365300574895,False,0.5092292088083923,1.0920004264385015,Linear,"[1425.0674824197913, 1414.9061660938771, 1476.7340090935722, 417.83739141805285, 355.454290999875, 93.32639213253611, 31.438279909383027, 10.088452290980308, 2.017334481484812, 0.2533781452826017, 0.07750365300574895]"
1000,2,TN (FD),1e-08,14,1.6490702629658928e-06,True,1.0028429171070457,1.3507812143163596,Superlinear,"[1425.0674824197913, 426.7523258935605, 142.73748464643805, 45.178673936892146, 13.420512792145287, 6.478671800266056, 3.0438087361321875, 1.5190877004031602, 0.7024154656351176, 0.34979616613436165, 0.16265578077951445, 0.02308168497586948, 0.003290635012031286, 0.00015461775502952508, 1.6490702629658928e-06]"
1000,2,MN (FD),1e-12,12,0.286477979303802,False,0.6181137911044061,-0.11694683993045703,Linear,"[1425.0674824197913, 1413.5607019621243, 1417.2972183066709, 398.6344409032364, 346.47570715811287, 90.17879306633677, 27.26758889967268, 23.49113606629391, 5.433588515526967, 0.8607423466188674, 0.12162465615287868, 0.046925474891071024, 0.286477979303802]"
1000,2,TN (FD),1e-12,14,1.6507126270012382e-06,True,0.971351208165288,1.3506758294253853,Superlinear,"[1425.0674824197913, 426.7932225769663, 142.74255416931828, 45.182782824957, 13.420808501700174, 6.479318455774288, 3.043923581316584, 1.5192085328408889, 0.7024290882732896, 0.3498195177532661, 0.16265769957825413, 0.023084371154168896, 0.003290264232640037, 0.00015463135565571293, 1.6507126270012382e-06]"
1000,3,MN (Exact),,12,2.2919332097387865e-06,True,0.1269685416482389,1.6691995257189463,Superlinear,"[1429.3500449240948, 1426.1150957376067, 1425.8582130195362, 2190.492744544188, 639.0726750872102, 198.60960893671933, 54.50160839582951, 14.731479317089347, 3.7246163247160213, 0.7605763622173402, 0.09395262800983516, 0.002712121229396125, 2.2919332097387865e-06]"
