n,x0_index,method,h,iterations,grad_norm,converged,time_sec,history
10000,4,TN (FD),0.0001,26,5.234305646639149e-07,True,0.4539744583889842,"[445411.5891617854, 394614.2013064784, 296690.4921344738, 276577.49211553973, 125386.64608461672, 18144.752143115307, 8003.6457554209, 3563.824818225528, 1609.121767793103, 671.3285297093265, 268.44592688874775, 106.22585548729693, 124.56052160809625, 61.078356279048926, 28.26997031322889, 13.689726045907666, 6.7471471640158995, 3.3490582335083885, 1.5773732807537342, 0.7851227566410536, 0.35279344569302723, 0.17091202196432032, 0.060556165180899596, 0.014350124651930226, 0.0017102107098211762, 6.825671401473895e-05, 5.234305646639149e-07]"
10000,4,MN (FD),1e-08,0,445411.5891617854,False,0.0005645840428769588,[445411.5891617854]
10000,4,TN (FD),1e-08,26,1.295691672698978e-07,True,0.47285658307373524,"[445411.5891617854, 394614.1999335775, 296690.48499925475, 276577.4426840875, 125386.531088494, 18144.744675729147, 8003.646297795861, 3563.8256836957444, 1609.1215261141215, 671.3286537480252, 268.4459650101404, 106.22585763269981, 124.48403965873027, 60.89787724891363, 30.234006351618188, 14.441562575341946, 6.572922887126851, 3.0095895113595157, 1.4483095328769324, 0.6933006263714, 0.29517753506549876, 0.13950320201655964, 0.0474863196221263, 0.009663995151553719, 0.0009403965875894478, 2.7026155347020717e-05, 1.295691672698978e-07]"
10000,4,MN (FD),1e-12,0,445411.5891617854,False,0.0004898752085864544,[445411.5891617854]
10000,4,TN (FD),1e-12,33,1.2825429089756194e-05,False,1.2300766669213772,"[445411.5891617854, 394613.4523058474, 296697.10637928726, 276640.48879046086, 125549.04600176244, 18152.123823037455, 8001.897157296264, 3562.539541842922, 1610.0371023185853, 671.1736202860942, 268.08469200193105, 106.2467455834445, 124.84150909363476, 61.68552880430155, 30.33651838278404, 13.897165274843053, 6.551495942592772, 2.7817079902959536, 1.200172817488493, 0.5964164012895782, 0.29406175009089747, 0.14505565907268753, 0.05299845368502179, 0.010291423625775079, 0.0009930963171957627, 3.118052335753181e-05, 2.728296515578889e-05, 1.3641647196910752e-05, 1.3535071843336076e-05, 1.3323586344016806e-05, 1.3271541088240791e-05, 1.285680549636366e-05, 1.2831694561546655e-05, 1.2825429089756194e-05]"
10000,5,MN (Exact),,0,446481.5188847954,False,0.00048104068264365196,[446481.5188847954]
10000,5,TN (Exact),,26,2.512216516165887e-06,True,0.29311329079791903,"[446481.5188847954, 398518.54834346427, 314545.9286269562, 213467.7400421858, 46036.952314991686, 18678.99877298385, 9106.260581109327, 4263.8384911987705, 1843.7964540215285, 823.1898448177366, 401.7312872187263, 193.2372665686613, 86.21352836692215, 113.89157519851784, 55.43818542516527, 24.79691429268698, 10.264028225203491, 4.828533490343303, 2.319010395752032, 1.0901483816711817, 0.48258043980244153, 0.20828663063351313, 0.08953413185160569, 0.02256324907714688, 0.003344347538162503, 0.00018969009573195438, 2.512216516165887e-06]"
10000,5,MN (FD),0.0001,0,446481.5188847954,False,0.0004793326370418072,[446481.5188847954]
10000,5,TN (FD),0.0001,26,2.638395592653722e-06,True,0.4122529160231352,"[446481.5188847954, 398518.54899440415, 314545.9362234983, 213467.789301289, 46036.97556985201, 18678.99471473019, 9106.260644422478, 4263.83986776623, 1843.7956545083039, 823.1898595731101, 401.73123234808037, 193.236887631703, 86.21360321035544, 113.89229047347676, 55.43870785457748, 24.80716574227902, 10.262267456949694, 4.083992792604331, 1.9770753031389598, 0.9087712063056004, 0.41113696991107507, 0.19615674552822768, 0.08565221292117874, 0.024002132890406244, 0.003456194473231434, 0.0001975567744214094, 2.638395592653722e-06]"
10000,5,MN (FD),1e-08,0,446481.5188847954,False,0.0005354997701942921,[446481.5188847954]
10000,5,TN (FD),1e-08,26,4.361252434269672e-06,True,0.41383779188618064,"[446481.5188847954, 398518.54771393794, 314545.9190637327, 213467.67947149323, 46036.923636078165, 18679.00387389251, 9106.260465112002, 4263.836655180918, 1843.7974921218074, 823.1898225324367, 401.73136349393724, 193.23776045748951, 86.21343137886224, 120.98321952634905, 60.11815846056087, 27.576595924975813, 12.509736037883739, 5.810728229962524, 2.7259994627992823, 1.0783580876004715, 0.4747105569406395, 0.2269345518496187, 0.0945868887755889, 0.02905817448370941, 0.004670999709308567, 0.00031418701366577067, 4.361252434269672e-06]"
10000,5,MN (FD),1e-12,0,446481.5188847954,False,0.0004950831644237041,[446481.5188847954]
10000,5,TN (FD),1e-12,26,6.405361486975234e-06,True,0.3995515829883516,"[446481.5188847954, 398515.30780089024, 314549.84714499646, 213475.44479470397, 46041.79582164122, 18676.078012923725, 9107.778629991657, 4268.490603193931, 1842.8296799999898, 823.2240356640099, 401.5147567347409, 192.47026216578445, 86.38480862552693, 114.98580624959305, 56.16817985564803, 26.335892204196078, 10.40199703309683, 4.552308092524677, 2.134736101119243, 1.024851794683645, 0.5112964346332689, 0.24463159199397042, 0.10423588141895845, 0.03289066926812447, 0.005143100114951934, 0.0003533935188741434, 6.405361486975234e-06]"
100000,0,MN (Exact),,0,15363298.22860154,False,0.010482791811227798,[15363298.22860154]
100000,0,TN (Exact),,36,1.577870814116006e-05,False,27.362187958788127,"[15363298.22860154, 11062149.945397105, 4957342.774179941, 1074823.008464065, 413972.3418704357, 149463.6493041569, 63642.811988615416, 21578.225065699506, 10449.112007824864, 5170.766263901029, 2179.442329485591, 871.1841955185553, 412.96380488106877, 172.93799792850314, 86.3262640452587, 42.060992848051804, 20.042174835324577, 9.94781498985746, 4.782958726402124, 2.3376454559146556, 1.1231805217016542, 0.5455841244362254, 0.27059958382817106, 0.13445602196494005, 0.048422765946396336, 0.010637801628203013, 0.001050949233826644, 3.373546153371114e-05, 1.6868013707489078e-05, 1.5813763360221364e-05, 1.5782877142905075e-05, 1.5780950527972987e-05, 1.5780709730515336e-05, 1.5780679631361234e-05, 1.577875328407111e-05, 1.577872318856676e-05, 1.577870814116006e-05]"
100000,0,MN (FD),0.0001,0,15363298.22860154,False,0.0034227920696139336,[15363298.22860154]
100000,0,TN (FD),0.0001,32,4.43195253052876e-05,False,26.13977212505415,"[15363298.22860154, 11062149.976124167, 4957342.849925381, 1074823.0161586567, 413972.3423221704, 149463.64892758467, 63642.812412399115, 21578.225304251155, 10449.112076186915, 5170.766279131208, 2179.4423912477737, 871.1841893878169, 412.96377957081626, 172.93799581510007, 86.32626594962217, 42.060994342478054, 20.042174612569852, 9.94781475503569, 4.907770399991946, 2.3603118082125167, 1.1631422060197731, 0.5796855825197121, 0.28374568098831365, 0.13905375305854842, 0.05177881852211466, 0.011761865568936622, 0.001274650740850142, 4.5046593717766684e-05, 4.434274094154119e-05, 4.432108921045019e-05, 4.4319736638127694e-05, 4.431956757178749e-05, 4.43195253052876e-05]"
100000,0,MN (FD),1e-08,0,15363298.22860154,False,0.0031838747672736645,[15363298.22860154]
100000,0,TN (FD),1e-08,31,2.3941892790728458e-05,False,23.6746972091496,"[15363298.22860154, 11062150.040951889, 4957342.892973587, 1074823.0133447803, 413972.3402261966, 149463.64992857398, 63642.8115961078, 21578.225052731726, 10449.111824482321, 5170.766137527155, 2179.4422183407146, 871.1842180936574, 412.96386546540964, 172.93801547998595, 86.32627102187172, 42.06098257944842, 20.042207753053408, 9.950028158959974, 4.779012757243095, 2.3376862302853954, 1.1214969177472258, 0.5455967768610381, 0.2705681273403661, 0.13443863079539933, 0.0484339981222935, 0.010641736711023852, 0.0009540503074904728, 2.7402359037031886e-05, 2.3977049477037197e-05, 2.3965341990307535e-05, 2.3941938447570447e-05, 2.3941892790728458e-05]"
100000,0,MN (FD),1e-12,0,15363298.22860154,False,0.003431541845202446,[15363298.22860154]
100000,0,TN (FD),1e-12,27,9.184945429975954e-06,True,10.773678833153099,"[15363298.22860154, 11061851.676893583, 4956859.304001529, 1074853.1553515685, 413983.620817889, 149465.49371619837, 63647.04945112087, 21579.70867845154, 10450.396992375667, 5171.480848397049, 2180.4298048188452, 870.9901023637542, 412.4765405858594, 172.79109599665247, 86.30313394341977, 42.13011046237886, 20.04688449295359, 9.462196324834018, 4.675318832063496, 2.2337059451358026, 1.0931460195895233, 0.5053372824454687, 0.24759108192571844, 0.11219435472342443, 0.033514366314160604, 0.005958797336694518, 0.0004503252672888912, 9.184945429975954e-06]"
100000,1,MN (Exact),,0,14070474.628109204,False,0.005261292215436697,[14070474.628109204]
100000,1,TN (Exact),,46,1.4719613152789927e-07,True,9.287766834255308,"[14070474.628109204, 12319415.384402374, 8357434.0752518065, 3975240.1233066693, 825685.0032978861, 401058.734558616, 181274.63353023995, 78596.48073100728, 151580.71841413897, 127030.82452474405, 52151.25320253011, 31054.40514222941, 50678.89084058286, 23469.750635018234, 41137.69078639199, 16264.116084566242, 7313.936138081571, 14806.560058535086, 6439.466909923391, 9072.807139083083, 4526.369535434812, 2105.2914641016537, 983.227297366545, 416.31374940777204, 5213.658337680755, 6797.043753880238, 2462.0585071278742, 964.1219619857106, 457.4183903111784, 175.52922195377388, 331.93667064448766, 163.69874937535337, 79.44695828850419, 43.753528247955835, 21.522209521181612, 10.529578854877139, 5.260078306900901, 2.5701882782106664, 1.1823778132122924, 0.5872226799590416, 0.28450375118830695, 0.13838168748172291, 0.04709226850685458, 0.009787323647881782, 0.0009638988461790415, 2.7897764017530798e-05, 1.4719613152789927e-07]"
100000,1,MN (FD),0.0001,0,14070474.628109204,False,0.0047462498769164085,[14070474.628109204]
100000,1,TN (FD),0.0001,46,3.560200597266899e-05,False,27.70319641707465,"[14070474.628109204, 12319415.405823283, 8357434.266993668, 3975240.750960829, 825685.0351920624, 401058.7400307341, 181274.7208559265, 78595.03798635231, 151550.50543060873, 128550.63678058369, 51698.66140119511, 53493.03525375866, 82479.52426647025, 37380.072943781626, 55836.19277097623, 24175.61915962218, 33589.64508794513, 14735.197944948375, 18965.210925239084, 8586.755728920733, 14348.96121980126, 6805.110304412691, 3018.390250007743, 926.1183276171395, 362.8910206085235, 173.1903739965281, 86.46809057217463, 118.18346995864798, 56.47745127124534, 26.724817490832756, 13.32437245894583, 5.88624710046118, 2.8872446789531367, 1.3086082286264717, 0.6514766309722959, 0.3181867150268564, 0.15744233365215404, 0.062367974814274085, 0.015197633386945287, 0.0017538389767842151, 7.247645589004765e-05, 3.623941475160661e-05, 3.5673174058693215e-05, 3.560349987501409e-05, 3.56024133850672e-05, 3.560214175915014e-05, 3.560200597266899e-05]"
100000,1,MN (FD),1e-08,0,14070474.628109204,False,0.005189083982259035,[14070474.628109204]
100000,1,TN (FD),1e-08,47,7.208751457592715e-05,False,29.640272666700184,"[14070474.628109204, 12319415.359541176, 8357433.836610759, 3975239.3434874457, 825684.9680156867, 401058.726411949, 181274.5386120217, 78598.07533661758, 151614.1354603362, 125503.38489015303, 52667.876881374206, 31145.46355300773, 51946.95133344915, 22921.7008414152, 52208.678983097234, 22720.39267520793, 27277.337923912688, 13185.936691745208, 5498.66790969521, 2235.753648162566, 1048.0151375827631, 501.2916348164965, 249.50278429318593, 120.00273250333201, 157.23198472430218, 76.2664797163307, 36.971217213505376, 20.373636728847362, 9.935236994119567, 4.768867472118986, 2.335867373183498, 1.1437070080637781, 0.5459445913421948, 0.26551153149814877, 0.12695632937186113, 0.04357102631434992, 0.008617114554626949, 0.0007808803595094389, 0.0003905794726564102, 0.00029294582678498165, 0.0001464914556917026, 7.325103948647485e-05, 7.210649233394655e-05, 7.208888915481235e-05, 7.208875015257792e-05, 7.208765102238183e-05, 7.208758279892254e-05, 7.208751457592715e-05]"
100000,1,MN (FD),1e-12,0,14070474.628109204,False,0.004950249567627907,[14070474.628109204]
100000,1,TN (FD),1e-12,34,8.441798600099679e-06,True,14.447304708883166,"[14070474.628109204, 12319384.26532102, 8357531.0454052, 3975634.2368520135, 825736.4519533482, 401065.15510076896, 181173.90414152617, 80218.34161955815, 186823.66648999118, 80591.23142733384, 35570.277186328676, 16332.654924360751, 6866.204405586692, 3416.8196029638098, 1454.0401620249606, 683.1667803067953, 302.9558595510699, 323.63273261116854, 152.13076386556313, 75.04891166109694, 37.431571503135864, 42.97952251810249, 21.286439658038486, 9.702678684769522, 4.845293945627333, 2.3982586359104605, 1.1026174993450455, 0.5476355773432662, 0.2499073374021451, 0.12012931156491785, 0.03646939630194443, 0.0067653622016553335, 0.0005227580268952012, 1.1255723210089744e-05, 8.441798600099679e-06]"
100000,2,MN (Exact),,0,14106155.632050648,False,0.004950959235429764,[14106155.632050648]
100000,2,TN (Exact),,39,0.0001546413361829766,False,17.476092542055994,"[14106155.632050648, 12434889.341408981, 9125916.348439509, 7481298.759411965, 2073690.706823299, 507017.4887378367, 261185.1377231402, 118287.12072944228, 56648.63972815437, 24602.91062073389, 10487.404490813491, 4775.155346247619, 1869.3265987845912, 893.1534521441283, 434.3297734262089, 218.07994732535272, 104.179690306694, 52.15448100153878, 24.888219405402303, 90.32330980430228, 42.93081029077213, 21.006129880812438, 10.259256049345245, 5.095547918525519, 2.4947246232224365, 1.089810657921838, 0.5422890541276182, 0.2511641535938716, 0.12027431234985758, 0.04153215858235862, 0.008393340740364692, 0.0007351836113968557, 0.00036770402341328943, 0.0001838860715638834, 0.00016090061460808565, 0.00015587206319050512, 0.00015465431506283574, 0.00015464487570749104, 0.0001546425160125361, 0.0001546413361829766]"
100000,2,MN (FD),0.0001,0,14106155.632050648,False,0.004824374802410603,[14106155.632050648]
100000,2,TN (FD),0.0001,33,8.75427261247251e-07,True,12.039904207922518,"[14106155.632050648, 12434889.3624999, 9125916.485453978, 7481299.701878142, 2073691.5639323087, 507017.4663855607, 261185.09595188298, 118287.114482504, 56648.63522839442, 24602.9073957166, 10487.402013672558, 4775.154687920373, 1869.3265045806158, 893.0685794766864, 434.3326098348094, 216.22806469731557, 108.22826970850484, 53.99534058987777, 26.388247770895422, 114.54597209219143, 56.36715810607357, 27.43762241632849, 13.319400553498806, 6.525434961698706, 3.1595798946347267, 1.4373076101778381, 0.6967471687079495, 0.34765644689542907, 0.16835915757829542, 0.06889589472655679, 0.016563174790486253, 0.0021032977560528666, 9.179629725715972e-05, 8.75427261247251e-07]"
100000,2,MN (FD),1e-08,0,14106155.632050648,False,0.0048295422457158566,[14106155.632050648]
100000,2,TN (FD),1e-08,34,9.91048442165417e-06,True,15.919659999664873,"[14106155.632050648, 12434889.317824475, 9125916.18560922, 7481297.58240272, 2073689.6262063764, 507017.5184011709, 261185.19124602276, 118287.12810379705, 56648.64711890542, 24602.91527199506, 10487.4075605615, 4775.156403795903, 1869.3267114322027, 893.0938559992678, 434.33223194040687, 217.83911926437906, 111.20163392809226, 56.113729671814355, 27.919165411567555, 91.60424713107011, 44.31127590527354, 21.943927552167544, 10.886656122153973, 5.423631246565791, 2.5552675844858626, 1.2149921772308891, 0.5349317133544469, 0.266552053519743, 0.11935434675460024, 0.038742238141651314, 0.007423820854462775, 0.0006127744943963681, 1.510167667117727e-05, 1.1326266642291996e-05, 9.91048442165417e-06]"
100000,2,MN (FD),1e-12,0,14106155.632050648,False,0.004834166262298822,[14106155.632050648]
100000,2,TN (FD),1e-12,33,5.633217132501305e-07,True,12.05647600023076,"[14106155.632050648, 12434830.617214147, 9125711.989736954, 7480579.195602036, 2073199.0587912076, 507033.04728897364, 261208.2160069533, 118296.81496068765, 56638.79502043684, 24601.67156129664, 10490.422306638024, 4774.3782904476475, 1869.1789363497976, 893.1797590862708, 434.32791544542476, 216.03155264117987, 113.13931656894725, 57.08527597276949, 28.495830187270943, 101.63595177794132, 50.59210315499753, 25.14841237337484, 12.20748178045145, 5.514094258364122, 2.7442683155513037, 1.287932725730511, 0.6423882663271471, 0.3144203258118839, 0.15574505914471684, 0.0604541426530248, 0.014601542666320182, 0.0016845003770081229, 6.882567358441378e-05, 5.633217132501305e-07]"
100000,3,MN (Exact),,0,14060195.283932192,False,0.0053797499276697636,[14060195.283932192]
100000,3,TN (Exact),,37,5.670836748908643e-06,True,8.041183291003108,"[14060195.283932192, 12289145.110892307, 11416523.69103894, 10946843.463222038, 8239815.925067189, 2531958.5912945857, 779578.3586425836, 1154818.346402692, 1235661.0757269694, 547567.5301562969, 522387.75045413646, 248015.20709454213, 118404.85440972229, 102431.7364877693, 66344.21499151309, 34075.34614180484, 14880.940653709476, 6283.710239868588, 2777.356639987371, 1168.2929180913031, 567.2515662969779, 274.58445490110296, 131.12419226584487, 156.81897816756452, 76.35888890246173, 38.06794308184383, 18.300910942396218, 8.891501175737842, 4.315720303717663, 2.151872024420058, 1.006578410669316, 0.44035683183780794, 0.2198708654364933, 0.09834916287039733, 0.030292645523587552, 0.0050733832871186196, 0.000327604916482853, 5.670836748908643e-06]"
100000,3,MN (FD),0.0001,0,14060195.283932192,False,0.0047822496853768826,[14060195.283932192]
100000,3,TN (FD),0.0001,38,0.0001046652029293264,False,16.96249970793724,"[14060195.283932192, 12289145.132409472, 11416525.33378677, 10946854.806708379, 8239857.081057448, 2531982.5112245088, 779531.8517920827, 1154879.6041172647, 1241447.8218012282, 532102.7722030233, 511543.04013130045, 219943.90090338528, 212030.7339649035, 113021.95282451584, 50834.13915897136, 25437.166778339368, 12338.66876689255, 5596.6387591823395, 2605.6539205360864, 1129.9613894472811, 557.8218391443326, 256.30472676825946, 113.03856571852972, 134.87656155285788, 65.07170843727124, 32.171033166679294, 14.859872311042743, 7.043177680510877, 3.424308939901152, 1.540208758675506, 0.7630237053723183, 0.3737897052184096, 0.17113436544757762, 0.06770608523185519, 0.0175585888555179, 0.002253032361173917, 0.00010548973245331547, 0.00010466558620804726, 0.0001046652029293264]"
100000,3,MN (FD),1e-08,0,14060195.283932192,False,0.004838583059608936,[14060195.283932192]
100000,3,TN (FD),1e-08,42,0.00014619832992604807,False,20.825051125138998,"[14060195.283932192, 12289145.087265678, 11416521.61680296, 10946829.231458524, 8239764.339971444, 2531928.632605449, 779637.0090956793, 1154739.7778863607, 1227180.6448756836, 542133.1566469893, 557081.6712622903, 191172.06870925616, 109762.01527484096, 122186.83483645922, 99239.04187303301, 88683.73071521548, 80831.86788944397, 41440.45166903931, 17834.297969654177, 8571.385779696639, 4068.6849601122985, 1933.0748997942087, 809.3050401808586, 351.0375193291219, 166.4503937127382, 78.66058242044146, 39.22675914592849, 22.733886233008274, 13.06626041050545, 7.503993578356516, 3.644892268320076, 1.8222624735958999, 0.9050778542179554, 0.4497486540956571, 0.20753362293910863, 0.09433006303895532, 0.02893266310575145, 0.004548054933369458, 0.0002923537464817826, 0.00014619956537820192, 0.00014619907119439672, 0.0001461985770128986, 0.00014619832992604807]"
100000,3,MN (FD),1e-12,0,14060195.283932192,False,0.005202582571655512,[14060195.283932192]
100000,3,TN (FD),1e-12,41,2.2855268632722157e-05,False,24.125065833330154,"[14060195.283932192, 12289093.821415398, 11416719.408476733, 10947617.64719064, 8242151.721810771, 2534329.5249452405, 781078.8340286836, 1139715.5451293709, 563890.4128029471, 257080.62594040766, 334112.3511016739, 159883.8605409668, 145749.9100415968, 76937.72367556485, 26446.550660512985, 12227.40737911599, 5490.574374166745, 2527.886511449797, 1229.6421020629352, 613.8130491817782, 299.2796584671203, 136.91682995841788, 187.1697655872342, 91.85257323457257, 44.063013291864664, 21.848799683862342, 10.788689957822617, 4.7894950843390225, 2.364347758191457, 1.1089849946796126, 0.5501937186009849, 0.25885449670711835, 0.12563352759718102, 0.044412690637417464, 0.008733196150474732, 0.0008072223475418572, 2.291410617087034e-05, 2.286935259004533e-05, 2.2858193049858824e-05, 2.2855455704046852e-05, 2.2855289418097033e-05, 2.2855268632722157e-05]"
100000,4,MN (Exact),,0,14079544.8439952,False,0.005155541934072971,[14079544.8439952]
100000,4,TN (Exact),,36,1.7507468502950111e-06,True,8.814733499661088,"[14079544.8439952, 12228607.174203638, 10816666.578449655, 8906954.553518496, 4098562.034350654, 1435309.6935655503, 1646452.3020571438, 656164.5127209408, 540515.0213481508, 339883.42991054757, 255114.03527933458, 187337.78761545135, 219673.30037469842, 127067.50256749436, 53328.52312167847, 21821.746459629227, 10886.287075684026, 5221.921344816564, 2604.8099805945603, 1217.3003981611025, 605.3522383278829, 288.4411606441775, 136.85464783529915, 60.76287754684242, 30.18446936508823, 16.60234808739401, 8.20059944236303, 4.016615666901595, 1.7308171572846816, 0.8208061145944261, 0.4091447670569251, 0.1805437941497626, 0.07636202650364271, 0.020100500519558428, 0.0028136637857625077, 0.0001475913659796855, 1.7507468502950111e-06]"
100000,4,MN (FD),0.0001,0,14079544.8439952,False,0.00471175042912364,[14079544.8439952]
100000,4,TN (FD),0.0001,38,1.871716437913988e-07,True,14.072969000320882,"[14079544.8439952, 12228607.19612714, 10816666.905134346, 8906956.017239846, 4098564.0460204235, 1435310.2807944606, 1646457.8308893873, 656175.8425570045, 540530.1404115106, 339890.68156891206, 247864.11886133414, 211890.14346532663, 241430.90389675827, 117717.43405566213, 202401.6598595654, 95650.20009769786, 30556.480407088977, 14671.55834492926, 7296.365854539334, 3615.9862753619973, 1789.0400087532391, 783.7335556517044, 389.8428832938996, 194.5564122679754, 88.56740629868554, 43.82535092821773, 21.850309672219186, 10.730102373684359, 5.209551432442757, 2.5454970754377078, 1.2664062356574342, 0.626307852501817, 0.29939956674907153, 0.13194127464692668, 0.04783446349635095, 0.010283559343849, 0.0010264019177917024, 3.2870935079534245e-05, 1.871716437913988e-07]"
100000,4,MN (FD),1e-08,0,14079544.8439952,False,0.005129000172019005,[14079544.8439952]
100000,4,TN (FD),1e-08,44,0.0002681005508207959,False,24.742127957753837,"[14079544.8439952, 12228607.150132839, 10816666.191736272, 8906952.886425328, 4098559.7601066623, 1435309.0339287466, 1646445.7057162724, 656152.0034895298, 540494.9689328223, 339873.41312951804, 261921.42938976112, 135704.60804756018, 272160.6082052505, 132508.7854778153, 64573.260588343575, 169302.88789232273, 156903.86550837642, 109664.93694591887, 42248.52476179704, 15049.441503489616, 6941.587594455979, 3240.4162513952742, 1587.2315257248333, 781.7060642242533, 364.4299553336998, 178.47394703558683, 80.73391599864996, 39.86599296593639, 19.3441601914748, 9.552735964715389, 4.567248582444817, 2.088264642655951, 0.9806317107865359, 0.4855667421623561, 0.23197479280374875, 0.10642126294506431, 0.033907290967076564, 0.0061869515635569325, 0.00047685193072703416, 0.00035764806920480385, 0.00026824195902588785, 0.0002681109907966975, 0.0002681028075231112, 0.00026810080009197765, 0.0002681005508207959]"
100000,4,MN (FD),1e-12,0,14079544.8439952,False,0.005306667182594538,[14079544.8439952]
100000,4,TN (FD),1e-12,35,1.39704577608829e-06,True,15.134758832864463,"[14079544.8439952, 12228583.897651318, 10817658.689790593, 8910778.260153737, 4103776.6323367227, 1437070.6295311742, 1658495.4779361205, 675017.8206575225, 549301.4438326019, 287225.53260708094, 145234.92206613556, 67937.27525696984, 20907.71607388734, 8683.543009331857, 3925.1584555513355, 1896.7806579412197, 938.718084749382, 475.24928568880046, 244.26191609601304, 527.8809289251976, 259.46278349194745, 126.47926028085514, 55.34448436984174, 26.198615071596368, 13.011629687995175, 7.377410527669233, 3.3744515516003593, 1.6522368416073128, 0.8007478872682197, 0.39510826079253003, 0.19367122799432474, 0.076465357634497, 0.020912709116030936, 0.0025809802982959228, 0.0001301565841525967, 1.39704577608829e-06]"
100000,5,MN (Exact),,0,14069255.88734018,False,0.00515070790424943,[14069255.88734018]
100000,5,TN (Exact),,31,2.986079685914487e-06,True,8.768489250447601,"[14069255.88734018, 12397887.780187948, 9087744.0222444, 7341525.881887531, 1961547.3389120095, 512383.3518328729, 271137.6131733491, 122069.7885925255, 53370.21271170957, 25042.99374338851, 10938.828435909052, 5222.975043282038, 2530.696842484486, 1132.2568525010859, 535.2908632865505, 256.6858974704324, 274.11531892149515, 130.46751837606672, 63.5681326798978, 31.180795046251433, 15.428326980395616, 7.208655787993644, 3.520881477838566, 1.744481998125811, 0.8518665885950018, 0.4226796432068298, 0.20348523132218707, 0.08898273540006955, 0.024355453230020033, 0.0036636325305854254, 0.0002131107082831567, 2.986079685914487e-06]"
100000,5,MN (FD),0.0001,0,14069255.88734018,False,0.004883834160864353,[14069255.88734018]
100000,5,TN (FD),0.0001,31,3.405099804436813e-06,True,12.018811916001141,"[14069255.88734018, 12397887.801357683, 9087744.157739194, 7341526.805624961, 1961548.12096916, 512383.3225470499, 271137.5750558171, 122069.77535390761, 53370.21192504131, 25042.988211846237, 10938.832032613389, 5222.972687495593, 2530.697064619677, 1132.257780371958, 535.2916778073221, 256.68584810375853, 274.1153342866747, 130.46624830301346, 63.56802527224447, 30.618510888168743, 15.273645420836685, 7.3058233886679975, 3.361460959801046, 1.6278636307050347, 0.8009696696934883, 0.3981129139616485, 0.19846753524487282, 0.08575264600050599, 0.02482892946985215, 0.0038897180697530596, 0.00023894908714373002, 3.405099804436813e-06]"
100000,5,MN (FD),1e-08,0,14069255.88734018,False,0.005023082718253136,[14069255.88734018]
100000,5,TN (FD),1e-08,32,4.9916006414495164e-05,False,19.708879249636084,"[14069255.88734018, 12397887.75175912, 9087743.830993239, 7341524.534367821, 1961546.1910920255, 512383.3974517039, 271137.67119211564, 122069.80876304265, 53370.21345508979, 25043.002060732095, 10938.822078619363, 5222.978756167317, 2530.696551598343, 1132.2553810966317, 535.2895838578868, 256.6859661160586, 274.11519772453846, 130.46707413426932, 63.571719003875835, 24.72132125435161, 12.041333804666673, 5.976797267816872, 2.847700615140704, 1.3895305182789879, 0.6779231158600947, 0.3353876231981901, 0.15775255334619626, 0.057189113283478255, 0.013326961958874188, 0.0014864297681912474, 5.7158469564130496e-05, 5.001368939670612e-05, 4.9916006414495164e-05]"
100000,5,MN (FD),1e-12,0,14069255.88734018,False,0.005003207828849554,[14069255.88734018]
100000,5,TN (FD),1e-12,31,6.444248855845588e-07,True,16.988314541988075,"[14069255.88734018, 12397880.091305772, 9087952.873610426, 7343543.028426666, 1963364.8679659923, 512304.82119582087, 271032.6585241824, 122034.6465535648, 53364.93513307633, 25025.978300041017, 10954.159793820265, 5215.33362548062, 2531.6187339985886, 1135.7053786966053, 538.3804062140025, 256.5113874749657, 274.1240512133452, 130.52221814253096, 63.5444788005534, 31.12153599427785, 15.55656562336693, 6.946162708375355, 3.4383705928919777, 1.6504079303961414, 0.7565731144780813, 0.355648559283611, 0.1669639353306028, 0.06254719301277674, 0.01505860348931153, 0.001824297970208942, 7.461072886822983e-05, 6.444248855845588e-07]"
